,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,3/29/2019,6/28/2019,9/30/2019,12/31/2019
SILK UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5,4.6,4.5
SIRI UW Equity,3.842,3.778,3.778,3.824,3.625,3.375,3.375,3.375,3.706,3.824,3.889,3.8
SITC UN Equity,3.182,3.273,3.381,3.091,3,3.105,3,3.1,3.2,3.211,3.1,3.211
SITE UN Equity,4,4,4,4,4,4.143,3.857,4.4,3.889,4.111,3.75,3.667
SIVB UW Equity,4.389,4.35,4.35,4.381,4.227,4.318,4.318,4.476,4.667,4.571,4.227,4.19
SIX UN Equity,4.4,4.273,4.385,4.5,4.5,4.455,4.091,4.333,4.167,4.385,4.538,4.5
SJI UN Equity,3.5,3.5,3.75,4.143,3.571,3.667,3.857,3.857,3.857,4.25,4.143,4.143
SJM UN Equity,3.273,3.3,3.211,3.158,3.15,2.944,2.833,2.833,2.444,2.529,2.467,2.375
SJW UN Equity,3,3,5,5,5,3,4,5,5,4,4,3.8
SKT UN Equity,3.364,3,2.8,3.2,3,2.429,2.429,2,2.333,1.571,1.571,1.667
SKX UN Equity,3.818,4.364,4.364,4.917,4.917,4.75,4.077,4,4,4.083,4.25,4.417
SKY UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4,4.5,4.4,4.286,4.571,4.833,4.833,4.833
SKYW UW Equity,4.333,4.333,4.333,4.333,4.333,4.333,4.333,4.714,4.714,4.75,4.714,4.75
SLAB UW Equity,4.273,4.167,4.273,4.2,4.333,4.273,4.333,4.231,3.909,4.091,4.167,4.167
SLB UN Equity,4.561,4.317,4.35,4.333,4.405,4.412,4.273,4.2,4.167,4.143,4.273,4.455
SLCA UN Equity,4.889,4.7,4.7,4.727,4.652,4.545,4.381,3.905,3.789,3.722,3.6,3.286
SLCT UQ Equity,5,3,3,3,3,3,5,5,5,5,5,5
SLDB UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.5,3.8,3.667,3.25,3.25,2.5,2.75,3
SLG UN Equity,4.053,4,4,4.1,4,4,4.1,3.952,3.8,3.842,3.632,3.8
SLGN UW Equity,3.5,3.5,3,2.846,2.846,3,3,3.133,3.133,3,3.143,3.154
SLM UW Equity,4.818,4.818,4.778,4.8,4.818,4.833,4.833,4.833,5,5,4.833,4.833
SLP UR Equity,5,5,5,5,5,5,5,5,4,4,4,4
SM UN Equity,4.304,4.043,3.952,4.091,4.136,4.095,4,4.05,3.864,3.87,3.72,3.762
SMAR UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,4.778,4.818,4.833,4.714
SMBC UQ Equity,5,5,5,5,5,4,4,4,4,4,4,4
SMBK UR Equity,5,5,5,5,5,4,4,4,4.333,4.333,3.857,4.143
SMG UN Equity,4.111,4.1,4,3.778,3.778,3.125,2.857,4,3.714,3.429,3.429,4.143
SMHI UN Equity,#N/A N/A,3,3,3.5,3.5,4,4,4,4,4,4,4
SMMF UW Equity,3,4,3,3,3,3,3,3,3,3,3,3
SMP UN Equity,4.333,4.333,4.333,4.333,4.333,4.333,3.667,3.667,3.667,3.667,4,4.333
SMPL UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5,4.714,4.714,4.556
SMTC UW Equity,4.667,4.667,4.6,4.5,4.556,5,4.833,4.667,4.5,4.571,4.571,4.571
SNA UN Equity,4.2,4.455,4.273,4.455,4.455,4.455,4,4.2,4.273,3.5,3.5,3.5
SNBR UW Equity,3.222,3,3.25,3.25,3.25,3,2.75,2.75,2.778,2.75,2.75,3
SNCR UW Equity,4.6,3,2.333,2.333,2.5,3,2,3,3,3.667,4.333,4.333
SND UW Equity,4.714,4.556,4.111,4.091,3.8,3.4,3.4,2.778,3,3,3,3.286
SNDR UN Equity,#N/A N/A,4.455,4.455,4.385,4.077,4.143,3.857,3.857,4.286,4.286,4.071,4.071
SNDX UW Equity,4.889,4.889,4.875,4.875,4.889,4.875,4.889,4.571,4.667,4.667,4.75,4.714
SNPS UW Equity,4.556,4.556,4.556,4.25,4.25,4.25,4.25,4.778,4.714,4.4,4.455,4.636
SNR UN Equity,3.5,3.5,2.333,2.333,2.333,2,1,3,3,3,3.667,4
SNV UN Equity,3.211,3.316,3.421,3.421,3.556,3.526,3.471,4.059,4.176,4.125,4.556,4.412
SNX UN Equity,3,4.5,4.667,4.5,4.75,4.5,4.429,4.429,5,5,5,5
SO UN Equity,2.667,2.818,3.4,3.105,2.905,2.9,2.545,2.636,2.714,2.636,2.619,2.5
SOI UN Equity,#N/A N/A,5,5,4.818,4.818,4.8,4.818,4.818,4.714,4.714,4.6,4.714
SOLY UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5
SON UN Equity,2.538,2.692,3.154,3.333,3.5,3.308,3.154,3.154,3.154,3,2.667,2.818
SONA UQ Equity,5,5,5,5,5,5,5,5,4,4,4,4
SONM UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,5,4.5
SONO UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4,4,4.2,4.333,4.333,4.429
SP UW Equity,4.5,4.5,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
SPAR UW Equity,4.333,5,5,5,5,5,5,5,5,5,5,5
SPB UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,4.444,3.778,4,4,4,4.5
SPFI UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5
SPG UN Equity,4.417,4.636,4.583,4.5,4.417,4.333,4.333,4.455,4.273,4.364,4.182,4.048
SPGI UN Equity,4.438,4.667,4.643,4.313,4.111,4.176,4.125,4.176,4.176,4.333,4.176,4.176
SPKE UW Equity,4,3.667,3.8,4.333,4.333,4.333,4.333,3,3,3,3,3
SPLK UW Equity,4.425,4.39,4.463,4.476,4.628,4.61,4.61,4.513,4.537,4.462,4.5,4.595
SPNE UW Equity,5,5,5,5,5,5,5,5,5,5,5,4.2
SPOK UW Equity,#N/A N/A,,,,,,,,,,,
SPOT UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,4.214,4.188,4.206,4.03,4.067,4,4.067
SPPI UW Equity,5,5,5,5,5,5,5,5,5,5,5,4.2
SPR UN Equity,3.545,3.696,3.762,3.857,4.182,4.182,4.429,4.6,4.3,4.053,3.842,3.556
SPRO UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,4.5,4.6,4.667,4.667,4.333,4.333,4.333,4.429,4.429
SPSC UW Equity,4.3,3.9,4,3.818,3.818,4.182,4.364,4.364,4.364,4.545,4.545,4.545
SPTN UW Equity,3.333,3,3,3,3,3,3,3,2.714,3,3,2.6
SPWH UW Equity,4.429,4.429,4.25,4.5,4.25,4.429,4.429,4.333,4.667,4.667,4.6,4.6
SPWR UW Equity,3.368,3.467,3.214,3.385,3.231,2.923,3.167,3.333,2.833,2.833,2.833,2.846
SPXC UN Equity,4.2,4.2,4.2,4,4,4.333,4.5,4.5,4.5,4.5,4.5,4.6
SQ UN Equity,4.167,4,3.969,3.853,3.853,3.735,3.676,3.811,3.757,3.703,3.667,3.634
SR UN Equity,3.462,3.462,3.333,3.4,3.727,3.222,3.222,3,2.778,2.556,2.429,2.5
SRC UN Equity,4.222,3.235,3.625,3.5,3.625,3.563,3.6,3.333,3.2,3,3.267,3.533
SRCE UW Equity,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667
SRCL UW Equity,3.667,3.625,3.625,3.571,3.714,3.923,4,3.769,3.923,3.545,3.6,3.5
SRDX UW Equity,3.667,3.667,4,4,5,5,5,5,5,5,5,4
SRE UN Equity,4.222,4.059,3.923,3.909,4,4.077,4.143,4.538,4.286,4.067,4.067,4
SRG UN Equity,2,2,2,2,2,3,3,3,3,3,3,3
SRI UN Equity,3.5,3,3,3,4,4.6,4.6,4.6,4.6,4.6,4.6,4.6
SRNE UR Equity,5,5,5,5,5,5,5,5,5,5,5,4.5
SRPT UW Equity,4.471,4.813,4.688,4.833,4.737,4.737,4.87,4.875,4.875,4.87,4.87,4.875
SRRK UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5,5
SRT UN Equity,4,4,4,4,4,4,4,4,3,4,4,4
SSB UW Equity,3.571,3.571,3.857,3.857,3.857,3.571,3.286,3,3,3,3,3.4
SSD UN Equity,3,3,3,4,3.75,3.75,4.25,3.75,3.75,3.75,3.25,3
SSNC UW Equity,4.818,4.818,4.833,4.667,4.636,4.714,4.667,4.867,4.882,4.75,4.6,4.529
SSP UW Equity,4,4,4,3.857,4,4,4.143,4,4.143,4.143,4.25,4.25
SSTI UR Equity,#N/A N/A,#N/A N/A,5,5,5,4.833,4.857,4.9,4.5,4.5,4.222,4.5
SSTK UN Equity,3,3,2.667,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5
SSYS UW Equity,3.222,2.889,3,2.947,2.938,2.813,2.8,2.769,2.917,2.909,2.778,2.5
ST UN Equity,3.941,3.941,3.941,3.778,3.778,3.737,3.7,3.952,3.952,3.727,3.636,3.522
STAA UQ Equity,3.8,3.8,4.2,4.2,4.2,5,5,5,5,5,5,5
STAG UN Equity,3.643,3.643,3.929,4.071,4.154,4,4,4,4.083,4,4.083,4.417
STAR UN Equity,3,3,3,3,3,3,3,3.333,3,3.667,3.667,4
STAY UW Equity,4.231,4.231,4.231,4.385,4.333,4.538,4.667,4.5,4.667,4.667,4.167,4
STBA UW Equity,3,3,3,3,3,3,3.4,3.4,3.4,3.4,3.5,3.5
STC UN Equity,2,2,2,3,3,3,3,3,3,3,3,2
STE UN Equity,4.25,4.375,4.375,4.375,4.125,4,4,4,3.778,3.875,4,3.833
STFC UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
STIM UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.8,4.8,4.8,4.8,4.8,4.8
STL UN Equity,5,5,5,4.818,5,4.818,4.818,4.818,4.8,4.8,4.833,4.833
STLD UW Equity,4.2,4.467,4.286,4.286,4.467,4.286,4.429,4.333,4.333,4.143,3.714,4
STML UR Equity,5,5,5,5,5,5,5,5,5,4.778,5,5
STMP UW Equity,5,5,5,5,5,5,5,5,3.8,3,3.4,3.667
STNG UN Equity,4.421,4.722,4.667,4.8,4.667,5,5,4.867,4.875,5,5,4.846
STOK UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5
STOR UN Equity,4.467,4.2,4.2,4.2,4.286,4.286,4.286,4.429,4.429,4.467,4.5,4.467
STRA UW Equity,3.5,3.667,3.667,3.667,5,5,5,5,5,5,5,5
STRL UW Equity,3.667,4.333,4.333,4.333,4.333,4.333,4.333,4.333,4,4,4,4
STRO UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.75,4.75,4.8,4.833,4.857
STRS UW Equity,#N/A N/A,,,,,,,,,,,
STSA UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5
STT UN Equity,3.476,3.545,3.591,3.682,3.864,4.091,4,4.043,3.957,3.87,3.609,3.773
STWD UN Equity,4.222,4.222,4.286,4.571,4.625,4.625,4.667,4.625,4.875,4.857,4.857,4.875
STXB UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,5,5,5,5,5,5
STZ UN Equity,4.3,4.3,4.3,4.364,4.565,4.5,4.32,4.269,4.63,4.36,4.333,4.455
SUI UN Equity,3.667,4.333,4.333,4.714,4.714,4.714,4.429,4.429,4.143,4.143,4.143,4.143
SUM UN Equity,4.5,4.538,4.538,4.429,4.6,4.857,4.857,4.857,4.6,4.5,4.286,4.294
SUPN UQ Equity,4.667,5,4.143,4.75,4.778,4.8,4.818,4.8,4.778,4.75,4.714,3.667
SVC UW Equity,4.143,4,4.143,4,4,4,4,4,4,3.667,3.667,3.8
SVMK UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4,4.125,4.125,4.375,4.444
SVRA UW Equity,3,3.667,4.167,4,4.75,4.833,4.571,4.571,4.571,4.333,4.2,4.2
SWAV UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.5,3.5,4
SWCH UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,4,3.909,4.091,3.833,4.167,4.231,4.231,4.231,4.231
SWI UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.313,4.188,4.063,4,3.867
SWK UN Equity,3.833,4.15,4.227,4.348,4.375,4.304,4.333,4.429,4.524,4.333,4.1,4.333
SWKS UW Equity,4.231,4.259,4.429,4.5,4.556,4.379,4.429,4.034,4.034,3.857,3.889,3.857
SWM UN Equity,5,5,5,5,5,5,5,4,4,4,5,5
SWN UN Equity,3.308,3.368,3.457,3.364,3.065,3,2.741,2.889,2.679,2.536,2.607,2.615
SWTX UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5
SWX UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3,3,2,3.4,3.857
SXC UN Equity,4,4,4,4,5,5,5,5,5,5,4.333,5
SXI UN Equity,3.667,4.333,4.333,4,4,4.2,4,4,4,4,4,4
SXT UN Equity,3.8,3.8,4.333,4,4.667,5,4.5,5,4.5,4,4.5,4
SYBT UW Equity,2.6,3,3,3,3.4,3.5,3.5,3.5,3,3,3,3
SYBX UQ Equity,3,3,4,4.333,4.6,4.667,5,5,5,5,4.333,4.333
SYF UN Equity,4.692,4.385,4.273,4.304,4.36,4.36,4.12,4.083,4.238,4.318,4.286,4.19
SYK UN Equity,3.963,3.897,3.966,4.037,4.172,4.143,4.214,4.226,4.212,4.226,4.2,4.111
SYKE UW Equity,4,4,4,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.5,3
SYNA UW Equity,3.941,3.933,4.125,4,4.143,4,4.231,3.923,3.533,3.533,3.143,2.857
SYNH UW Equity,4.273,4.111,4.091,4.286,4.429,4.286,4.286,4.714,4.429,4.286,4.286,4.286
SYNL UQ Equity,#N/A N/A,,,,,,,,,,,
SYRS UW Equity,4.5,4.5,4.4,4.286,4.286,4.286,4.286,4.571,4.571,4.5,4.571,4.571
SYX UN Equity,5,3,5,3,3,3,4,5,5,5,5,5
SYY UN Equity,3.556,3.667,3.667,3.667,3.706,3.824,3.588,3.824,3.625,3.667,3.5,3.667
T UN Equity,3.485,3.588,3.629,3.647,3.824,3.765,3.571,3.824,3.914,3.848,3.938,3.788
TACO UR Equity,4.571,4.625,4.625,4.5,4.5,4.5,4.5,4.25,4.25,4.429,4.333,4.333
TALO UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5
TAP UN Equity,4.188,3.813,3.688,3.813,4.211,4,3.85,3.85,3.8,3.667,3.476,3.19
TAST UW Equity,5,5,5,5,5,5,5,5,5,5,5,5
TBBK UW Equity,3,3.5,4,3.667,3.667,3.667,3.667,3.667,3.667,3.667,4,5
TBI UN Equity,2.5,3,3,3,3,3,3,3,3,3,3,3
TBIO UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5
TBK UW Equity,4.667,4.6,4.714,4.429,5,4.714,4.714,4.714,4.714,4.429,4.143,4.333
TBNK UW Equity,3.5,3.5,3,3,3,3,3,3,3,3,3.5,3.5
TBPH UQ Equity,3.5,3.5,3.286,3.286,3.5,3.5,3.5,3.5,3.5,3.857,3.857,4.714
TCBI UW Equity,3.529,3.563,3.647,3.722,3.667,3.778,3.706,3.889,3.778,3.471,3.125,3.167
TCBK UW Equity,4.2,4.2,4.2,3.8,4.2,4.333,4.333,4.333,4.333,4.333,3.857,3.667
TCDA UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.667,3.667,4.333,4.6,4.6,4.6
TCF UW Equity,3.857,4.143,4.333,4.111,4.111,4,3.75,4,4.556,4.75,4.571,4.2
TCFC UR Equity,3,3,3,3,3,3,3,3,3,3,3,3
TCI UN Equity,#N/A N/A,,,,,,,,,,,
TCMD UQ Equity,5,5,4.5,4.429,4.429,3.857,3.857,3.857,4.143,4.25,5,4.714
TCO UN Equity,3.588,3.4,3,3,3,3.143,3,3.267,3.4,3.4,3.4,3
TCRR UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,4.6,4.6,4.667
TCS UN Equity,3,3,3,3,3,3,3,2.333,2.333,2,1.667,2.333
TCX UR Equity,3,3,3,3,3,3,3,3,5,5,5,5
TDC UN Equity,2.474,2.4,2.4,2.4,2.7,3.095,3.095,3.105,3,3,3,2.7
TDG UN Equity,4.556,4.368,4,4,4.111,4,4.222,4.125,4.059,4.111,4.111,4.25
TDOC UN Equity,5,4.692,4.538,4.571,4.5,4.625,4.647,4.647,4.778,4.789,4.789,4.455
TDS UN Equity,3.667,3.667,3.667,4,3.8,4,3.5,3.8,3.8,4.2,4.6,5
TDW UN Equity,2.25,2,3.5,3.8,4.2,4.2,4.8,4.833,4.833,4.833,5,5
TDY UN Equity,3,3,3.667,3.667,3.667,3.667,3.667,3.667,3.667,4.2,4.2,4.2
TEAM UW Equity,4.154,3.929,4.071,4.133,4.063,4,3.941,3.941,3.9,4,4,4.238
TECD UW Equity,3.571,3.667,4.25,4.333,4.333,4.333,3.75,3.75,3.75,3.286,3.286,3.5
TECH UW Equity,4.5,4.5,4.333,4.333,4.333,4.333,4.25,3.6,4,3.857,4.6,4.667
TELL UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,5,4.5,4.2,4.25,4.333,4.385,3.923,3.857
TEN UN Equity,3.769,3.933,3.933,3.933,4.077,3.857,3.667,3.4,3.444,3.6,3.889,3.75
TENB UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,4.5,4.778,4.636,4.5,4.5
TER UW Equity,4,4.067,4.286,4.167,4.385,4.067,4,3.667,3.4,3.625,3.5,3.5
TERP UW Equity,3,3,3,3,2.667,3.286,3.667,3.667,3.727,3.4,3,2.714
TESS UW Equity,3,3,3,3,3,3,3,5,5,5,5,5
TEUM UR Equity,#N/A N/A,5,5,5,5,4.667,4.75,4.8,4.833,4.857,4.833,3.667
TEX UN Equity,3.696,3.545,3.476,3.455,3.348,3.545,3.364,3.348,3.348,3.174,3.091,3.095
TFC UN Equity,3.455,3.469,3.419,3.484,3.806,3.9,3.833,3.964,4,3.833,3.826,3.826
TFSL UW Equity,3,3,3,3,3,3,3.667,3.667,3.667,3.667,4,4
TFX UN Equity,4.417,4.417,4.75,4.462,4.462,4.417,4.417,4.214,4.214,4.357,4.615,4.643
TG UN Equity,3,3,3,3,3,3,3,3,3,3,3,3
TGH UN Equity,4,4,4,4,4,3.8,3,3,3,3,3.667,3
TGI UN Equity,3,3.429,3.462,3.308,3.462,3.462,3.154,3.167,3.5,3.5,3.333,3.182
TGNA UN Equity,3.833,3.667,3.615,3.714,4,3.857,3.714,3.833,4.273,4.2,4.5,4.385
TGT UN Equity,3.25,3,3,3,3.185,3.37,3.393,3.63,3.571,3.815,4.071,4.241
TGTX UR Equity,5,5,5,5,5,5,5,5,5,5,5,5
TH UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,4.6
THC UN Equity,3.444,3.7,3.5,3.316,3.5,3.316,3.3,3.286,3.273,3.364,3.364,3.455
THFF UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
THG UN Equity,3.6,3.75,3.75,3.75,3.75,4.25,4.25,4.4,4.5,4.5,4.4,4.4
THO UN Equity,4.455,4.6,4.5,4.333,4.5,4.636,4.636,4.636,4.167,4.167,3.909,3.8
THR UN Equity,3.5,3.5,3.222,3.286,3.286,3.833,3.833,4.167,4.167,3.75,3.75,3.75
THRM UW Equity,4.2,4.333,4.111,4.111,4,4.111,4.111,3.8,3.4,3.5,3.571,3.75
THS UN Equity,4.313,4.5,4.067,3.353,3.353,3.353,3.471,3.4,3.571,3.714,3.923,4.167
TIF UN Equity,3.786,3.963,3.929,4.034,4.103,4,3.933,4.133,4.034,4.034,3.929,2.909
TILE UW Equity,3.571,3.75,3.75,3.75,3.75,3.75,4,4,4,4,4,3.4
TIPT UR Equity,#N/A N/A,,,,,,,,,,,
TISI UN Equity,4.4,4.4,3.6,3.8,4.8,4.75,4.25,4,4,4,4.667,4.6
TITN UW Equity,3.75,3.333,3.4,3.4,4,4,4,4,4,4,4,4
TIVO UW Equity,4.333,4.333,4.6,4.6,5,5,5,5,5,5,5,4
TJX UN Equity,4.455,4.533,4.633,4.7,4.444,4.214,4.161,4.241,4.214,4.357,4.385,4.4
TK UN Equity,3,2.6,2.6,2.6,2.5,2.5,2.333,3,2,3,3,3
TKR UN Equity,3.667,3.667,3.444,3.444,3.889,4.333,4.556,4.6,4.6,4.455,4.273,4.273
TLRA UN Equity,4.5,5,5,5,5,5,5,5,5,5,5,5
TLRD UN Equity,3.429,3.8,3.5,3,3,3.667,4,4.333,3.667,3,3,3
TLYS UN Equity,3.8,4.333,4.333,4.333,4.333,4.333,4.5,5,5,5,5,5
TMDX UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6,4.6,4.6
TMHC UN Equity,3.182,3.182,3.182,3.182,3.727,3.6,3.4,3.25,3.25,3.75,4,4
TMO UN Equity,4.789,4.778,4.75,4.75,4.778,4.765,4.529,4.647,4.529,4.556,4.625,4.647
TMP UA Equity,2,2,3,3,3,3,3,3,3,3,3,3
TMST UN Equity,3.4,3.8,3.8,3.333,4,4,3.5,3.5,3.4,3.4,3.667,3
TMUS UW Equity,4.357,4.333,4.333,4.613,4.613,4.75,4.667,4.739,4.667,4.652,4.545,4.478
TNAV UW Equity,4.6,5,5,5,5,5,5,5,5,5,3.667,3.667
TNC UN Equity,3,3,3,3,4,4,3,3,3,3,3,4
TNDM UQ Equity,3.727,3.25,3.25,3.25,3.571,4.143,4.4,4.455,4.5,4.538,4.538,4.667
TNET UN Equity,3.571,3.333,2.6,2.6,2.6,3,3,3,4,4,4.2,4.2
TNK UN Equity,2.933,2.786,2.923,3.071,3.091,3.3,3.9,3.636,3.583,3.875,4,4.875
TOCA UW Equity,#N/A N/A,4.333,4.333,4.333,5,5,5,5,5,4.778,3,3
TOL UN Equity,3.895,3.905,3.714,3.773,3.773,3.81,3.85,3.579,3.25,3.158,3.05,3
TORC UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,4.5,4.5,4.5,4.6,4.667,2.667
TOWN UW Equity,3,3,3,3,3,3.4,3.4,3.5,3,3,3,3
TPB UN Equity,5,5,5,5,5,5,5,5,5,5,5,5
TPC UN Equity,4.6,4.778,4.778,4.75,5,5,5,5,4.333,3.8,4.333,4.333
TPCO UQ Equity,5,5,5,5,3.667,3.667,3,3,3.667,3.667,5,5
TPH UN Equity,4.167,4.167,3.833,4,3.909,3.667,3.364,3.364,3.182,3.091,3.1,3.222
TPIC UQ Equity,5,5,4.714,4.857,4.667,4.889,4.889,4.889,4.889,4.889,4.889,4.7
TPR UN Equity,4.111,4.314,4.289,4.054,4.139,4.243,4.243,4.405,4.5,4.515,3.929,3.786
TPRE UN Equity,3.8,4.2,4.2,3.8,3.8,4,4,4.333,4.333,5,5,5
TPTX UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5
TPX UN Equity,3,3,3.5,3.5,3.667,3.545,3.727,3.909,4,4.091,4.091,4.091
TR UN Equity,#N/A N/A,,,,,,,,,,,
TRC UN Equity,#N/A N/A,,,,,,,,,,,
TREC UN Equity,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.667
TREE UW Equity,5,5,5,4.6,4.231,4.143,3.923,4.077,3.769,3.769,3.846,4.071
TREX UN Equity,3.25,3.667,3.5,3.286,3.667,4,3.667,4.143,4.25,4.111,4,3.6
TRGP UN Equity,4.143,4.217,4.474,4.158,4.333,4.1,4.091,4.217,4.524,4.478,4.364,4.143
TRHC UQ Equity,5,5,4.6,4.714,4.75,4.75,4.6,4.6,4.636,4.5,4.636,4.6
TRIP UW Equity,2.857,2.769,2.778,2.704,2.704,2.704,2.846,2.852,2.692,3.154,3.24,3.154
TRMB UW Equity,4.125,4.25,4.059,4,4,4.286,4.286,4.385,4.538,4.571,4.429,4.429
TRMK UW Equity,3.286,3,3,3,3,3,3,3,2.333,2.333,2.333,2.333
TRN UN Equity,3.222,3.444,3.889,4,4.1,4.25,4.364,4.333,3.833,3.6,3.444,3.333
TRNO UN Equity,4,3.923,3.833,4,4.091,4.273,4.273,4.273,4,4.077,4.077,4.091
TRNS UQ Equity,#N/A N/A,#N/A N/A,5,5,5,5,5,5,5,5,5,5
TROW UW Equity,3.471,3.118,3,3.111,3.333,3.556,3.556,3.588,3.444,3.444,3.444,3.333
TROX UN Equity,3,3,3,4.2,4.25,4.25,4.25,4.333,4.4,4.333,4.333,4.333
TRS UW Equity,3.4,3.4,3.25,3.333,3.286,3.667,3.333,3.4,3.4,3,3,3
TRST UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
TRTN UN Equity,4.333,4.6,4.6,4.6,4.6,4.667,4.6,4.6,3.8,3.8,3.8,3.333
TRTX UN Equity,#N/A N/A,#N/A N/A,4,4,4.167,4.286,4.286,4.375,4.286,4,4,4.167
TRU UN Equity,4.429,4.538,4.571,4.571,4.714,4.538,4.385,4.6,4.375,4.375,4.25,4.111
TRUE UW Equity,4,3.9,3.9,4.1,3.9,3.636,3.636,3.5,2.857,2.857,2.857,2.857
TRUP UQ Equity,4.667,5,5,4.714,4.714,4.714,4.778,5,5,5,4.75,5
TRV UN Equity,3.25,3.091,3.174,3.083,3.261,3.348,3.333,3.261,3.25,3.087,2.818,2.913
TRWH UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,4.333,4
TRXC UA Equity,4.143,4,4.2,4.2,4.2,3.8,3.8,4.2,4.2,4.333,4,4.333
